6	640.194999985397	-1	1	2	1	1
6	633.524999953806	-1	1	2	1	1
6	521.895000012591	1	-1	1	6	1
6	614.360000006855	-1	-1	2	2	1
6	691.965000005439	1	-1	2	1	2
6	690.805000020191	-1	1	2	9	1
6	635.405000066385	-1	1	2	1	1
6	591.379999998026	-1	-1	2	4	2
6	636.419999995269	1	-1	1	3	1
6	-999	-1	-1	2	1	2
6	715.909999911673	1	-1	1	6	1
6	631.504999939352	1	-1	1	3	1
6	477.054999908432	-1	-1	2	1	1
6	576.424999977462	1	1	1	1	1
6	449.039999977686	-1	-1	2	1	1
6	442.664999980479	-1	1	1	1	1
6	498.64499992691	-1	-1	2	2	1
6	475.285000051372	1	-1	1	1	1
6	854.359999997541	-1	-1	2	2	1
6	620.349999982864	1	-1	2	1	2
6	601.524999947287	1	1	1	2	1
6	572.664999985136	-1	-1	2	4	1
6	565.185000072233	1	1	1	1	1
6	520.444999914616	1	1	1	6	1
6	665.809999918565	1	-1	1	7	1
6	537.759999977425	1	1	1	1	1
6	475.089999963529	1	-1	1	3	1
6	617.280000005849	1	1	2	1	1
6	439.605000079609	1	1	1	1	1
6	631.270000012591	1	1	2	1	1
6	690.919999964535	-1	-1	2	2	1
6	506.025000009686	1	1	1	1	1
6	510.219999938272	-1	1	2	3	1
6	612.855000072159	-1	1	2	1	1
6	443.915000068955	-1	-1	2	4	1
6	586.439999984577	-1	1	2	5	1
6	567.200000048615	1	1	1	1	1
6	483.654999989085	1	-1	1	4	1
6	420.559999998659	-1	-1	2	1	1
6	442.050000070594	1	1	2	3	1
6	524.074999964796	1	1	1	3	1
6	506.090000038967	-1	1	2	3	2
6	510.974999982864	1	-1	1	2	1
6	625.874999910593	1	1	1	1	1
6	-999	-1	-1	2	1	1
6	617.254999931902	1	-1	2	1	2
6	544.615000020713	1	1	1	3	1
6	466.674999915995	-1	-1	2	2	1
6	-999	1	-1	1	1	1
6	610.935000004247	-1	1	2	2	1
6	423.165000043809	1	-1	1	3	1
6	542.404999956489	1	1	1	7	1
6	555.634999996983	1	1	1	2	1
6	440.530000021681	1	1	1	1	1
6	509.755000006407	-1	1	2	2	1
