AwareResp.keys,AwareResp.corr,AwareResp.rt,AwareQ_loop.thisRepN,AwareQ_loop.thisTrialN,AwareQ_loop.thisN,AwareQ_loop.thisIndex,AwareQ_loop.ran,AwareQ,participant,PROLIFIC_ID,Solution,Block,Condition,Saliency,SalD,NSalD,CAResponse.keys,CAResponse.corr,CALearntrials.thisRepN,CALearntrials.thisTrialN,CALearntrials.thisN,CALearntrials.thisIndex,CALearntrials.ran,CA_Proceed.keys,CA_Proceed.rt,CAResponse_2.keys,CAResponse_2.corr,CAResponse_2.rt,CA_trials.thisRepN,CA_trials.thisTrialN,CA_trials.thisN,CA_trials.thisIndex,CA_trials.ran,Target
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,0,22,22,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,0,24,24,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,0,25,25,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,0,27,27,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,0,47,47,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,2,50,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,1,3,51,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,11,59,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,1,18,66,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,23,71,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,1,24,72,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,28,76,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,1,47,95,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,ContingencyCheck,test,Salient,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,[0.5728949999902397],0,0,0,0,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,ContingencyCheck,test,NonSalient,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,[1.3278000000864267],0,1,1,3,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,ContingencyCheck,test,Salient,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,[0.36719999997876585],0,2,2,1,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5f80019b6fa0e01d53854006,NA,ContingencyCheck,test,NonSalient,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,[0.15898499998729676],0,3,3,2,1,?
j,1,15.628875,0,0,0,0,1,Did you have an impression that an odd number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,24,5f80019b6fa0e01d53854006,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,1,1.925775,0,1,1,1,1,Did you have an impression that an even number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,24,5f80019b6fa0e01d53854006,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,1,6.8815,0,2,2,2,1,"What response almost always followed a red ""V""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",24,5f80019b6fa0e01d53854006,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,1,1.962755,0,3,3,3,1,"What response almost always followed a red ""G""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",24,5f80019b6fa0e01d53854006,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t,0,3.74884,0,4,4,4,1,"What response almost always followed ""L""?  Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",24,5f80019b6fa0e01d53854006,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,1,2.56521,0,5,5,5,1,"What response almost always followed ""X""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",24,5f80019b6fa0e01d53854006,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,0,1,1,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,0,12,12,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,0,14,14,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,0,23,23,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,0,29,29,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,0,33,33,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,V,NA,"[""u""]",0,0,40,40,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,0,43,43,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,1,4,52,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,5,53,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,10,58,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,1,18,66,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,28,76,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,1,30,78,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,1,37,85,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,47,95,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,ContingencyCheck,test,NonSalient,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",0,[0.2832100000232458],0,0,0,3,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,ContingencyCheck,test,Salient,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,[0.28267999994568527],0,1,1,0,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,ContingencyCheck,test,NonSalient,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,[0.23397999978624284],0,2,2,2,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5ea805fdf2dd5103a58a96bd,NA,ContingencyCheck,test,Salient,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,[0.26592000015079975],0,3,3,1,1,?
j,1,11.265285,0,0,0,0,1,Did you have an impression that an odd number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,25,5ea805fdf2dd5103a58a96bd,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,1,4.69722,0,1,1,1,1,Did you have an impression that an even number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,25,5ea805fdf2dd5103a58a96bd,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,1,13.28332,0,2,2,2,1,"What response almost always followed a red ""V""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",25,5ea805fdf2dd5103a58a96bd,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,1,3.315765,0,3,3,3,1,"What response almost always followed a red ""G""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",25,5ea805fdf2dd5103a58a96bd,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,1,2.76147,0,4,4,4,1,"What response almost always followed ""L""?  Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",25,5ea805fdf2dd5103a58a96bd,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,0,1.57671,0,5,5,5,1,"What response almost always followed ""X""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",25,5ea805fdf2dd5103a58a96bd,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,0,0,0,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,0,11,11,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,0,15,15,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,0,24,24,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,0,25,25,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,G,NA,"[""e""]",0,0,26,26,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,0,37,37,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,0,47,47,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,1,1,49,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,1,15,63,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,1,17,65,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,32,80,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,33,81,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,34,82,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,40,88,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,1,46,94,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,ContingencyCheck,test,NonSalient,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,[0.9309099999991304],0,0,0,3,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,ContingencyCheck,test,Salient,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",0,[0.6261049999993702],0,1,1,0,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,ContingencyCheck,test,Salient,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",0,[0.3422449999998207],0,2,2,1,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5fc2d0a578f48844d118ce07,NA,ContingencyCheck,test,NonSalient,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",0,[0.310750000000553],0,3,3,2,1,?
j,1,9.75804,0,0,0,0,1,Did you have an impression that an odd number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,26,5fc2d0a578f48844d118ce07,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,1,4.347905,0,1,1,1,1,Did you have an impression that an even number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,26,5fc2d0a578f48844d118ce07,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,1,15.79541,0,2,2,2,1,"What response almost always followed a red ""V""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",26,5fc2d0a578f48844d118ce07,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,1,1.043305,0,3,3,3,1,"What response almost always followed a red ""G""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",26,5fc2d0a578f48844d118ce07,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t,0,6.072195,0,4,4,4,1,"What response almost always followed ""L""?  Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",26,5fc2d0a578f48844d118ce07,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t,0,1.28925,0,5,5,5,1,"What response almost always followed ""X""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",26,5fc2d0a578f48844d118ce07,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,0,2,2,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""e""]",0,0,7,7,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,V,NA,"[""u""]",0,0,12,12,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,0,20,20,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,0,25,25,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,0,28,28,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,0,37,37,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,0,47,47,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,3,51,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""e""]",1,1,7,55,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,1,18,66,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,1,24,72,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,G,NA,"[""e""]",0,1,26,74,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,G,NA,"[""u""]",1,1,35,83,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,Salient,V,NA,"[""e""]",1,1,40,88,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,CG Learn,LearnGuess,NonSalient,NA,X,"[""u""]",1,1,43,91,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,ContingencyCheck,test,NonSalient,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,[1.1632250000002387],0,0,0,2,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,ContingencyCheck,test,Salient,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",0,[0.3423000000000229],0,1,1,0,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,ContingencyCheck,test,NonSalient,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,[0.4859099999994214],0,2,2,3,1,?
NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5e4c5ec3c1ea7008ef63f180,NA,ContingencyCheck,test,Salient,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,[0.3552700000000186],0,3,3,1,1,?
t,0,16.81577,0,0,0,0,1,Did you have an impression that an odd number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,28,5e4c5ec3c1ea7008ef63f180,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
t,0,4.23356,0,1,1,1,1,Did you have an impression that an even number appeared after a particular red letter? Press 'j' for yes and 'n' for no and 't' if you do not know.,28,5e4c5ec3c1ea7008ef63f180,j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e,1,13.05105,0,2,2,2,1,"What response almost always followed a red ""V""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",28,5e4c5ec3c1ea7008ef63f180,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,1,1.3898,0,3,3,3,1,"What response almost always followed a red ""G""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",28,5e4c5ec3c1ea7008ef63f180,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,0,1.78155,0,4,4,4,1,"What response almost always followed ""L""?  Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",28,5e4c5ec3c1ea7008ef63f180,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
u,1,1.39933,0,5,5,5,1,"What response almost always followed ""X""? Press the relevant response key (""e"" or ""u"") on the keyboard or press ""t"" if you do not know.",28,5e4c5ec3c1ea7008ef63f180,u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,29,60367be788bf173bb2ee1ead,NA,CG Learn,LearnGuess,NonSalient,NA,L,"[""u""]",0,0,1,1,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?
