"ResponseType";"RT_io";"CorrectAnswer";"Distance";"Distance_type";"Condition";"ACC_trials";"Validity";"Saliency";"SalD";"NSalD";"Target";"RT_Trials";"participant";"val";"sal"
"RR";698,410000000877;"e";1;2;"learn";1;"valid";"V";"V";"L";5;698,410000000877;32;1;NA
"RR";410,619999998744;"e";1;1;"learn";1;"valid";"V";"V";"L";7;410,619999998744;32;1;NA
"RR";423,73500000042;"u";5;1;"learn";1;"valid";"G";"G";"X";4;423,73500000042;32;1;NA
"RR";568,435000001045;"e";2;1;"learn";1;"valid";"V";"V";"L";7;568,435000001045;32;1;NA
"RR";599,344999998721;"e";1;1;"test";1;"valid";"NonSalient";NA;"L";5;599,344999998721;32;1;-1
"RR";514,259999999808;"e";1;2;"learn";1;"valid";"V";"V";"L";7;514,259999999808;32;1;NA
"RR";443,665000002397;"e";1;1;"learn";1;"valid";"V";"V";"L";5;443,665000002397;32;1;NA
"RR";432,240000001912;"e";1;1;"learn";1;"valid";"V";"V";"L";7;432,240000001912;32;1;NA
"RR";NA;"e";1;1;"learn";1;"valid";"NonSalient";"V";"L";3;1221,00499999942;32;1;-1
"RR";892,220000001544;"e";1;1;"learn";1;"valid";"V";"V";"L";7;892,220000001544;32;1;NA
"RC";510,840000002645;"e";8;1;"test";1;"invalid";"Salient";"G";NA;3;510,840000002645;32;-1;1
"RR";503,120000001218;"e";2;1;"learn";1;"valid";"V";"V";"L";7;503,120000001218;32;1;NA
"RC";609,31999999957;"u";2;2;"learn";1;"valid";"G";"G";"X";6;609,31999999957;32;1;NA
"RR";364,354999997886;"u";1;1;"learn";1;"valid";"G";"G";"X";2;364,354999997886;32;1;NA
"RR";426,639999997974;"u";1;1;"learn";1;"valid";"G";"G";"X";6;426,639999997974;32;1;NA
"RR";411,024999997721;"e";4;1;"learn";1;"valid";"V";"V";"L";3;411,024999997721;32;1;NA
"RC";494,595000000118;"u";1;1;"test";1;"invalid";"Salient";"V";NA;8;494,595000000118;32;-1;1
"RR";578,580000001239;"u";3;1;"learn";1;"valid";"G";"G";"X";4;578,580000001239;32;1;NA
"RR";426,449999999022;"u";1;1;"learn";1;"valid";"G";"G";"X";6;426,449999999022;32;1;NA
"RC";702,529999998774;"e";1;1;"test";1;"invalid";"NonSalient";NA;"X";7;702,529999998774;32;-1;-1
"RC";599,074999998379;"u";1;2;"learn";1;"valid";"NonSalient";"G";"X";2;599,074999998379;32;1;-1
"RR";570,694999998523;"u";1;1;"test";1;"valid";"Salient";"G";NA;4;570,694999998523;32;1;1
"RC";588,88499999739;"e";6;2;"test";1;"valid";"Salient";"V";NA;9;588,88499999739;32;1;1
"RR";556,225000000268;"e";1;2;"learn";1;"valid";"V";"V";"L";7;556,225000000268;32;1;NA
"RR";453,134999999634;"e";1;1;"learn";1;"valid";"V";"V";"L";3;453,134999999634;32;1;NA
"RR";529,805000001943;"u";4;2;"test";1;"valid";"Salient";"G";NA;6;529,805000001943;32;1;1
"RR";500,44999999966;"u";1;2;"learn";1;"valid";"G";"G";"X";2;500,44999999966;32;1;NA
"RR";705,839999998602;"e";3;1;"test";1;"valid";"Salient";"V";NA;7;705,839999998602;32;1;1
"RR";846,059999999738;"e";1;2;"learn";1;"valid";"NonSalient";"V";"L";5;846,059999999738;32;1;-1
"RR";736,179999999763;"u";3;1;"learn";1;"valid";"G";"G";"X";8;736,179999999763;32;1;NA
"RR";529,910000000996;"u";1;1;"learn";1;"valid";"G";"G";"X";6;529,910000000996;32;1;NA
"RR";439,409999999043;"u";1;1;"learn";1;"valid";"G";"G";"X";8;439,409999999043;32;1;NA
"RR";511,959999999704;"e";4;1;"learn";1;"valid";"V";"V";"L";7;511,959999999704;32;1;NA
"RR";507,739999997284;"e";1;1;"learn";1;"valid";"V";"V";"L";9;507,739999997284;32;1;NA
"RR";684,390000002168;"e";1;1;"test";1;"valid";"NonSalient";NA;"L";5;684,390000002168;32;1;-1
"RR";555,60499999774;"u";4;1;"test";1;"valid";"Salient";"G";NA;6;555,60499999774;32;1;1
"RR";418,929999999818;"e";2;2;"learn";1;"valid";"V";"V";"L";3;418,929999999818;32;1;NA
"RR";536,944999999832;"u";2;2;"learn";1;"valid";"G";"G";"X";4;536,944999999832;32;1;NA
"RR";650,259999998525;"u";1;1;"learn";1;"valid";"G";"G";"X";8;650,259999998525;32;1;NA
"RR";617,300000001819;"e";3;1;"test";1;"valid";"NonSalient";NA;"L";3;617,300000001819;32;1;-1
"RC";502,02999999965;"u";1;2;"learn";1;"invalid";"V";"V";"L";2;502,02999999965;32;-1;NA
"RR";551,574999997797;"u";3;1;"learn";1;"valid";"G";"G";"X";4;551,574999997797;32;1;NA
"RR";504,355000001055;"u";1;1;"learn";1;"valid";"G";"G";"X";8;504,355000001055;32;1;NA
"RC";430,844999998953;"e";3;1;"learn";1;"valid";"V";"V";"L";9;430,844999998953;32;1;NA
"RC";NA;"e";2;1;"learn";1;"invalid";"G";"G";"X";5;1213,5049999996;32;-1;NA
"RR";806,274999999005;"e";2;1;"learn";1;"valid";"V";"V";"L";7;806,274999999005;32;1;NA
"RR";NA;"e";1;1;"learn";0;"valid";"NonSalient";"V";"L";3;NA;32;1;-1
"RR";772,945000000618;"e";2;1;"test";1;"valid";"Salient";"V";NA;5;772,945000000618;32;1;1
"RR";532,755000000179;"e";1;2;"learn";1;"valid";"V";"V";"L";9;532,755000000179;32;1;NA
"RC";NA;"u";1;1;"test";0;"invalid";"Salient";"V";NA;6;NA;32;-1;1
"RC";981,565000001865;"u";6;1;"learn";1;"valid";"Salient";"G";"X";4;981,565000001865;32;1;1
"RC";622,185000000172;"e";3;1;"learn";1;"valid";"V";"V";"L";9;622,185000000172;32;1;NA
"RR";NA;"u";2;1;"learn";0;"valid";"G";"G";"X";8;NA;32;1;NA
"RR";NA;"u";3;1;"learn";1;"valid";"G";"G";"X";6;1074,08000000214;32;1;NA
"RR";512,085000002003;"u";1;1;"learn";1;"valid";"G";"G";"X";8;512,085000002003;32;1;NA
"RR";577,040000000238;"u";1;1;"learn";1;"valid";"G";"G";"X";2;577,040000000238;32;1;NA
"RR";603,634999999599;"e";5;1;"learn";1;"valid";"V";"V";"L";3;603,634999999599;32;1;NA
"RR";NA;"e";1;1;"learn";1;"valid";"V";"V";"L";7;1264,64999999735;32;1;NA
"RR";586,095000002388;"e";1;1;"learn";1;"valid";"V";"V";"L";3;586,095000002388;32;1;NA
"RR";660,790000001612;"u";4;1;"learn";1;"valid";"NonSalient";"G";"X";4;660,790000001612;32;1;-1
"RR";532,73499999716;"u";1;1;"test";1;"valid";"NonSalient";NA;"X";8;532,73499999716;32;1;-1
"RC";640,91499999995;"u";3;1;"test";1;"invalid";"NonSalient";NA;"L";2;640,91499999995;32;-1;-1
"RR";426,234999998996;"u";1;2;"test";1;"invalid";"NonSalient";NA;"L";4;426,234999998996;32;-1;-1
"RR";458,369999996648;"e";5;1;"test";1;"valid";"Salient";"V";NA;7;458,369999996648;32;1;1
"RR";493,080000000418;"u";4;2;"learn";1;"valid";"G";"G";"X";2;493,080000000418;32;1;NA
"RR";504,469999999856;"u";1;1;"learn";1;"valid";"G";"G";"X";8;504,469999999856;32;1;NA
"RR";658,949999997276;"e";3;2;"learn";1;"valid";"V";"V";"L";5;658,949999997276;32;1;NA
"RR";393,674999999348;"e";1;1;"learn";1;"valid";"V";"V";"L";3;393,674999999348;32;1;NA
"RC";471,039999996719;"u";1;1;"test";1;"invalid";"Salient";"V";NA;2;471,039999996719;32;-1;1
"RC";634,369999999763;"e";4;1;"learn";1;"invalid";"G";"G";"X";5;634,369999999763;32;-1;NA
"RC";493,844999997236;"e";2;2;"learn";1;"valid";"V";"V";"L";9;493,844999997236;32;1;NA
"RC";618,174999999724;"u";2;1;"test";1;"valid";"NonSalient";NA;"X";8;618,174999999724;32;1;-1
"RR";554,929999998421;"e";2;1;"learn";1;"valid";"V";"V";"L";5;554,929999998421;32;1;NA
"RR";470,760000000155;"e";1;1;"learn";1;"valid";"V";"V";"L";7;470,760000000155;32;1;NA
"RR";456,099999999537;"u";3;2;"test";1;"valid";"NonSalient";NA;"X";2;456,099999999537;32;1;-1
"RR";721,799999999348;"e";2;1;"learn";1;"valid";"Salient";"V";"L";5;721,799999999348;32;1;1
"RR";NA;"u";2;2;"test";1;"valid";"NonSalient";NA;"X";4;1019,96000000133;32;1;-1
"RR";608,900000002791;"u";1;2;"learn";1;"valid";"G";"G";"X";2;608,900000002791;32;1;NA
"RR";445,245000002501;"e";3;1;"learn";1;"valid";"V";"V";"L";9;445,245000002501;32;1;NA
"RR";506,17499999862;"e";1;1;"learn";1;"valid";"V";"V";"L";7;506,17499999862;32;1;NA
"RR";683,215000001042;"u";3;1;"learn";1;"valid";"G";"G";"X";6;683,215000001042;32;1;NA
"RC";479,8600000031;"u";2;1;"test";1;"invalid";"NonSalient";NA;"L";4;479,8600000031;32;-1;-1
"RR";524,170000000595;"e";3;1;"test";1;"valid";"Salient";"V";NA;9;524,170000000595;32;1;1
"RC";762,475000003178;"e";3;1;"test";1;"invalid";"NonSalient";NA;"X";3;762,475000003178;32;-1;-1
"RR";500,959999997576;"e";2;2;"learn";1;"valid";"V";"V";"L";7;500,959999997576;32;1;NA
"RR";512,655000002383;"e";1;1;"learn";1;"valid";"V";"V";"L";5;512,655000002383;32;1;NA
"RC";615,734999999404;"u";1;1;"test";1;"invalid";"NonSalient";NA;"L";6;615,734999999404;32;-1;-1
"RC";512,829999999781;"u";4;2;"learn";1;"valid";"G";"G";"X";2;512,829999999781;32;1;NA
"RC";546,170000001212;"u";3;1;"test";1;"invalid";"Salient";"V";NA;4;546,170000001212;32;-1;1
"RR";508,279999998194;"u";2;1;"learn";1;"valid";"G";"G";"X";2;508,279999998194;32;1;NA
"RR";424,66499999864;"u";4;2;"test";1;"invalid";"NonSalient";NA;"L";4;424,66499999864;32;-1;-1
"RC";623,725000001173;"e";1;2;"learn";1;"valid";"V";"V";"L";5;623,725000001173;32;1;NA
"RR";921,969999999419;"e";1;1;"learn";1;"valid";"V";"V";"L";3;921,969999999419;32;1;NA
"RR";645,985000002838;"u";4;1;"learn";1;"valid";"G";"G";"X";8;645,985000002838;32;1;NA
"RR";468,554999999469;"u";1;1;"learn";1;"valid";"G";"G";"X";2;468,554999999469;32;1;NA
"RR";608,94999999789;"e";3;1;"learn";1;"valid";"V";"V";"L";9;608,94999999789;32;1;NA
"RR";959,190000001399;"e";1;1;"learn";1;"valid";"V";"V";"L";5;959,190000001399;32;1;NA
"RR";526,304999999297;"u";3;1;"learn";1;"valid";"G";"G";"X";4;526,304999999297;32;1;NA
"RR";443,559999999479;"e";2;1;"learn";1;"valid";"V";"V";"L";7;443,559999999479;32;1;NA
"RR";677,005000001373;"e";1;1;"learn";1;"valid";"V";"V";"L";5;677,005000001373;32;1;NA
"RR";713,48999999816;"e";1;1;"learn";1;"valid";"V";"V";"L";3;713,48999999816;32;1;NA
"RR";NA;"u";4;1;"learn";0;"valid";"G";"G";"X";4;NA;32;1;NA
"RR";700,010000000475;"e";2;1;"learn";1;"valid";"V";"V";"L";3;700,010000000475;32;1;NA
"RR";752,604999997857;"e";1;1;"learn";1;"valid";"V";"V";"L";9;752,604999997857;32;1;NA
"RR";782,305000000633;"e";1;1;"learn";1;"valid";"V";"V";"L";7;782,305000000633;32;1;NA
"RR";815,474999999424;"e";1;1;"learn";1;"valid";"V";"V";"L";5;815,474999999424;32;1;NA
"RR";NA;"u";9;1;"test";0;"valid";"NonSalient";NA;"X";2;NA;32;1;-1
"RC";752,175000001444;"e";10;1;"learn";1;"invalid";"G";"G";"X";7;752,175000001444;32;-1;NA
"RR";890,080000001035;"e";1;1;"learn";1;"invalid";"G";"G";"X";9;890,080000001035;32;-1;NA
"RR";686,795000001439;"e";4;1;"learn";1;"valid";"V";"V";"L";5;686,795000001439;32;1;NA
"RC";NA;"u";2;1;"test";1;"valid";"NonSalient";NA;"X";2;1128,95000000208;32;1;-1
"RR";NA;"e";2;1;"test";1;"valid";"NonSalient";NA;"L";7;1129,66500000039;32;1;-1
"RC";584,944999998697;"u";4;1;"test";1;"valid";"Salient";"G";NA;6;584,944999998697;32;1;1
"RR";911,570000000211;"u";3;2;"test";1;"valid";"NonSalient";NA;"X";2;911,570000000211;32;1;-1
"RC";856,680000000779;"e";1;2;"test";1;"invalid";"NonSalient";NA;"X";5;856,680000000779;32;-1;-1
"RC";562,949999999546;"u";6;1;"test";1;"invalid";"Salient";"V";NA;6;562,949999999546;32;-1;1
"RR";713,775000000169;"e";5;2;"test";1;"valid";"NonSalient";NA;"L";5;713,775000000169;32;1;-1
"RR";880,530000002182;"e";1;2;"learn";1;"valid";"V";"V";"L";9;880,530000002182;32;1;NA
"RR";565,515000002051;"u";6;2;"test";1;"valid";"Salient";"G";NA;2;565,515000002051;32;1;1
"RR";914,085000000341;"e";2;1;"learn";1;"valid";"V";"V";"L";3;914,085000000341;32;1;NA
"RR";558,710000001156;"u";2;2;"learn";1;"valid";"G";"G";"X";2;558,710000001156;32;1;NA
"RR";856,110000000626;"u";1;1;"learn";1;"valid";"G";"G";"X";8;856,110000000626;32;1;NA
"RC";811,660000003258;"e";1;1;"test";1;"invalid";"NonSalient";NA;"X";5;811,660000003258;32;-1;-1
"RR";589,599999999109;"e";4;1;"test";1;"valid";"NonSalient";NA;"L";3;589,599999999109;32;1;-1
"RC";984,105000003183;"u";5;1;"test";1;"invalid";"Salient";"V";NA;2;984,105000003183;32;-1;1
"RC";605,289999999513;"u";3;2;"learn";1;"valid";"G";"G";"X";4;605,289999999513;32;1;NA
"RR";787,769999998773;"u";1;1;"learn";1;"valid";"NonSalient";"G";"X";6;787,769999998773;32;1;-1
"RR";562,040000000479;"u";1;1;"learn";1;"valid";"G";"G";"X";2;562,040000000479;32;1;NA
"RR";467,645000000402;"u";1;1;"learn";1;"valid";"G";"G";"X";6;467,645000000402;32;1;NA
"RC";581,435000000056;"e";1;1;"learn";1;"invalid";"G";"G";"X";7;581,435000000056;32;-1;NA
"RR";690,309999997908;"u";6;2;"test";1;"invalid";"Salient";"V";NA;6;690,309999997908;32;-1;1
"RC";541,295000002719;"u";2;1;"learn";1;"valid";"G";"G";"X";4;541,295000002719;32;1;NA
"RC";503,330000003189;"e";1;1;"test";1;"invalid";"Salient";"G";NA;9;503,330000003189;32;-1;1
"RC";765,465000000404;"e";2;1;"test";1;"invalid";"NonSalient";NA;"X";5;765,465000000404;32;-1;-1
"RC";583,305000000109;"u";1;2;"learn";1;"valid";"G";"G";"X";8;583,305000000109;32;1;NA
"RC";462,875000001077;"e";1;1;"learn";1;"invalid";"G";"G";"X";5;462,875000001077;32;-1;NA
"RC";NA;"u";1;1;"learn";1;"valid";"G";"G";"X";2;1275,02499999878;32;1;NA
"RR";712,685000002239;"e";14;2;"test";1;"valid";"NonSalient";NA;"L";3;712,685000002239;32;1;-1
"RR";NA;"u";2;1;"test";1;"valid";"Salient";"G";NA;4;1093,06000000288;32;1;1
"RR";726,964999998017;"u";1;2;"learn";1;"valid";"G";"G";"X";2;726,964999998017;32;1;NA
"RR";517,485000000306;"u";10;2;"test";1;"invalid";"Salient";"V";NA;6;517,485000000306;32;-1;1
"RR";465,055000000575;"u";2;1;"learn";1;"valid";"G";"G";"X";2;465,055000000575;32;1;NA
"RC";464,629999998579;"e";1;1;"test";1;"invalid";"Salient";"G";NA;7;464,629999998579;32;-1;1
"RC";767,495000000281;"u";1;2;"learn";1;"valid";"G";"G";"X";6;767,495000000281;32;1;NA
"RR";470,375000000558;"u";1;1;"learn";1;"valid";"G";"G";"X";8;470,375000000558;32;1;NA
"RR";638,695000001462;"u";1;1;"learn";1;"valid";"G";"G";"X";6;638,695000001462;32;1;NA
"RR";566,119999999501;"u";1;1;"learn";1;"valid";"G";"G";"X";8;566,119999999501;32;1;NA
"RR";557,170000000042;"u";1;1;"learn";1;"valid";"G";"G";"X";6;557,170000000042;32;1;NA
"RR";552,114999998594;"u";1;1;"learn";1;"valid";"G";"G";"X";8;552,114999998594;32;1;NA
"RC";708,950000000186;"e";1;1;"test";1;"invalid";"Salient";"G";NA;9;708,950000000186;32;-1;1
"RC";641,084999999293;"u";1;2;"learn";1;"valid";"G";"G";"X";2;641,084999999293;32;1;NA
"RC";NA;"e";1;1;"test";1;"invalid";"Salient";"G";NA;5;1156,6550000025;32;-1;1
"RC";695,74500000067;"u";1;2;"learn";1;"valid";"G";"G";"X";8;695,74500000067;32;1;NA
"RR";727,034999999887;"u";13;2;"learn";1;"invalid";"V";"V";"L";6;727,034999999887;32;-1;NA
"RR";422,034999999369;"u";2;1;"learn";1;"valid";"G";"G";"X";8;422,034999999369;32;1;NA
"RR";550,629999997682;"u";1;1;"test";1;"valid";"Salient";"G";NA;6;550,629999997682;32;1;1
"RC";669,425000000047;"e";3;1;"learn";1;"valid";"V";"V";"L";5;669,425000000047;32;1;NA
"RR";637,705000001006;"e";1;1;"learn";1;"valid";"V";"V";"L";9;637,705000001006;32;1;NA
"RC";508,579999998119;"e";3;2;"learn";1;"invalid";"G";"G";"X";5;508,579999998119;32;-1;NA
"RC";717,680000001565;"u";1;1;"learn";1;"valid";"G";"G";"X";4;717,680000001565;32;1;NA
"RR";NA;"u";1;1;"learn";1;"valid";"Salient";"G";"X";6;3902,68500000093;32;1;1
"RR";550,080000000889;"e";4;1;"learn";1;"valid";"V";"V";"L";7;550,080000000889;32;1;NA
"RC";460,145000000921;"u";1;1;"learn";1;"invalid";"V";"V";"L";6;460,145000000921;32;-1;NA
"RC";NA;"e";3;1;"learn";0;"invalid";"G";"G";"X";5;NA;32;-1;NA
"RC";499,759999998787;"u";4;1;"learn";1;"valid";"G";"G";"X";4;499,759999998787;32;1;NA
"RC";531,614999999874;"e";1;1;"test";1;"invalid";"Salient";"G";NA;3;531,614999999874;32;-1;1
"RC";652,894999999262;"e";4;1;"learn";1;"valid";"V";"V";"L";9;652,894999999262;32;1;NA
"RC";651,959999999235;"u";2;2;"learn";1;"valid";"G";"G";"X";8;651,959999999235;32;1;NA
"RR";707,159999998112;"u";1;1;"learn";1;"valid";"G";"G";"X";6;707,159999998112;32;1;NA
"RR";392,995000001974;"e";3;1;"learn";1;"valid";"V";"V";"L";9;392,995000001974;32;1;NA
"RR";565,740000001824;"e";1;1;"test";1;"valid";"Salient";"V";NA;5;565,740000001824;32;1;1
"RR";709,40999999948;"u";3;1;"learn";1;"valid";"G";"G";"X";8;709,40999999948;32;1;NA
"RR";589,504999999917;"e";2;2;"learn";1;"valid";"V";"V";"L";7;589,504999999917;32;1;NA
"RC";397,424999998975;"e";2;1;"test";1;"invalid";"Salient";"G";NA;3;397,424999998975;32;-1;1
"RR";660,659999997733;"e";2;1;"learn";1;"valid";"V";"V";"L";9;660,659999997733;32;1;NA
"RR";454,255000000558;"e";1;1;"learn";1;"valid";"V";"V";"L";3;454,255000000558;32;1;NA
"RC";474,194999998872;"u";1;1;"test";1;"invalid";"NonSalient";NA;"L";2;474,194999998872;32;-1;-1
"RC";522,67500000039;"u";4;2;"learn";1;"valid";"G";"G";"X";8;522,67500000039;32;1;NA
"RR";733,414999998786;"u";1;1;"learn";1;"valid";"Salient";"G";"X";6;733,414999998786;32;1;1
"RC";525,659999999334;"e";3;2;"learn";1;"valid";"V";"V";"L";9;525,659999999334;32;1;NA
"RR";551,019999999198;"u";2;1;"learn";1;"valid";"G";"G";"X";4;551,019999999198;32;1;NA
"RR";558,020000000397;"u";1;1;"test";1;"valid";"NonSalient";NA;"X";2;558,020000000397;32;1;-1
"RC";495,520000000397;"u";3;1;"learn";1;"invalid";"V";"V";"L";4;495,520000000397;32;-1;NA
"RC";NA;"e";1;1;"learn";0;"valid";"V";"V";"L";3;NA;32;1;NA
"RR";797,780000000785;"e";2;1;"learn";1;"valid";"V";"V";"L";7;797,780000000785;32;1;NA
"RC";583,060000000842;"u";1;1;"test";1;"invalid";"NonSalient";NA;"L";2;583,060000000842;32;-1;-1
"RR";467,430000000377;"u";1;2;"test";1;"invalid";"NonSalient";NA;"L";6;467,430000000377;32;-1;-1
"RR";502,440000000206;"u";1;2;"learn";1;"invalid";"V";"V";"L";8;502,440000000206;32;-1;NA
"RC";494,340000001102;"e";1;1;"learn";1;"valid";"V";"V";"L";9;494,340000001102;32;1;NA
"RR";655,319999997801;"e";1;1;"learn";1;"valid";"V";"V";"L";7;655,319999997801;32;1;NA
"RR";586,309999998775;"e";1;1;"learn";1;"valid";"V";"V";"L";3;586,309999998775;32;1;NA
"RR";556,739999999991;"u";10;2;"learn";1;"valid";"G";"G";"X";4;556,739999999991;32;1;NA
"RR";551,924999999983;"e";2;1;"learn";1;"valid";"V";"V";"L";7;551,924999999983;32;1;NA
"RC";674,879999998893;"e";2;1;"learn";1;"invalid";"G";"G";"X";5;674,879999998893;32;-1;NA
"RR";521,365000000287;"e";2;1;"learn";1;"valid";"V";"V";"L";7;521,365000000287;32;1;NA
"RR";447,224999999889;"e";2;1;"test";1;"invalid";"NonSalient";NA;"X";3;447,224999999889;32;-1;-1
"RR";535,705000001826;"e";2;1;"learn";1;"valid";"V";"V";"L";9;535,705000001826;32;1;NA
"RR";514,854999997624;"e";2;2;"test";1;"invalid";"NonSalient";NA;"X";7;514,854999997624;32;-1;-1
NA;530,894999999873;"e";NA;NA;"learn";1;"valid";"V";"V";"L";9;530,894999999873;33;1;NA
NA;419,699999998556;"u";NA;NA;"learn";1;"valid";"G";"G";"X";2;419,699999998556;33;1;NA
"RR";595,875000002593;"u";1;1;"learn";1;"valid";"G";"G";"X";6;595,875000002593;33;1;NA
"RR";495,860000002722;"e";3;1;"learn";1;"valid";"V";"V";"L";9;495,860000002722;33;1;NA
"RR";468,340000003195;"e";1;1;"learn";1;"valid";"V";"V";"L";5;468,340000003195;33;1;NA
"RR";NA;"u";3;1;"learn";0;"valid";"G";"G";"X";2;NA;33;1;NA
"RR";668,245000000752;"u";4;1;"learn";1;"valid";"G";"G";"X";4;668,245000000752;33;1;NA
"RR";516,155000001277;"e";3;1;"learn";1;"valid";"V";"V";"L";9;516,155000001277;33;1;NA
"RR";NA;"e";1;1;"learn";0;"valid";"V";"V";"L";5;NA;33;1;NA
"RR";518,884999997681;"u";3;1;"learn";1;"valid";"G";"G";"X";8;518,884999997681;33;1;NA
"RR";401,584999999386;"u";1;1;"learn";1;"valid";"G";"G";"X";4;401,584999999386;33;1;NA
"RR";NA;"e";4;1;"learn";0;"valid";"V";"V";"L";9;NA;33;1;NA
"RR";833,149999998568;"u";2;1;"learn";1;"valid";"G";"G";"X";2;833,149999998568;33;1;NA
"RR";468,385000000126;"u";1;1;"learn";1;"valid";"G";"G";"X";6;468,385000000126;33;1;NA
"RR";351,520000000164;"e";7;1;"learn";1;"valid";"V";"V";"L";5;351,520000000164;33;1;NA
"RR";534,814999999071;"e";1;1;"learn";1;"valid";"V";"V";"L";3;534,814999999071;33;1;NA
"RR";460,445000000618;"u";3;1;"learn";1;"valid";"G";"G";"X";6;460,445000000618;33;1;NA
"RR";401,41500000027;"u";1;1;"learn";1;"valid";"G";"G";"X";2;401,41500000027;33;1;NA
"RR";384,709999998449;"e";3;1;"learn";1;"valid";"V";"V";"L";3;384,709999998449;33;1;NA
"RR";551,449999999022;"e";1;1;"learn";1;"valid";"V";"V";"L";7;551,449999999022;33;1;NA
"RR";NA;"u";3;1;"learn";0;"valid";"G";"G";"X";6;NA;33;1;NA
"RR";NA;"e";2;1;"learn";1;"valid";"V";"V";"L";5;878,185000001281;33;1;NA
"RR";543,395000000373;"e";1;1;"learn";1;"valid";"V";"V";"L";3;543,395000000373;33;1;NA
"RR";450,24999999805;"u";6;1;"learn";1;"valid";"G";"G";"X";8;450,24999999805;33;1;NA
"RR";401,515000001382;"e";2;1;"learn";1;"valid";"V";"V";"L";5;401,515000001382;33;1;NA
"RR";534,545000002254;"u";2;1;"learn";1;"valid";"G";"G";"X";6;534,545000002254;33;1;NA
"RR";551,885000000766;"e";2;1;"learn";1;"valid";"V";"V";"L";7;551,885000000766;33;1;NA
"RR";451,574999999139;"u";2;1;"learn";1;"valid";"G";"G";"X";6;451,574999999139;33;1;NA
"RR";435,570000001462;"u";1;1;"learn";1;"valid";"G";"G";"X";8;435,570000001462;33;1;NA
"RR";400,679999998829;"u";1;1;"learn";1;"valid";"G";"G";"X";4;400,679999998829;33;1;NA
"RR";431,165000001783;"e";4;1;"learn";1;"valid";"V";"V";"L";5;431,165000001783;33;1;NA
"RR";585,715000001073;"e";1;1;"learn";1;"valid";"V";"V";"L";3;585,715000001073;33;1;NA
"RR";535,155000001396;"e";1;1;"learn";1;"valid";"V";"V";"L";5;535,155000001396;33;1;NA
"RR";518,525000003137;"u";4;1;"learn";1;"valid";"G";"G";"X";2;518,525000003137;33;1;NA
"RR";435,665000000881;"e";2;1;"learn";1;"valid";"V";"V";"L";3;435,665000000881;33;1;NA
"RR";NA;"u";2;1;"learn";0;"valid";"G";"G";"X";4;NA;33;1;NA
"RR";578,174999998737;"u";3;1;"learn";1;"valid";"G";"G";"X";6;578,174999998737;33;1;NA
"RR";534,419999999841;"e";3;1;"learn";1;"valid";"V";"V";"L";5;534,419999999841;33;1;NA
"RR";402,194999998642;"u";2;1;"learn";1;"valid";"G";"G";"X";4;402,194999998642;33;1;NA
"RR";NA;"e";2;1;"learn";0;"valid";"V";"V";"L";7;NA;33;1;NA
"RR";368,15999999817;"e";3;1;"learn";1;"valid";"V";"V";"L";5;368,15999999817;33;1;NA
"RR";NA;"e";1;1;"learn";1;"valid";"V";"V";"L";9;102,514999998562;33;1;NA
"RR";NA;"e";1;1;"learn";1;"valid";"V";"V";"L";3;152,500000000146;33;1;NA
"RR";268,720000000144;"e";1;1;"learn";1;"valid";"V";"V";"L";7;268,720000000144;33;1;NA
"RC";369,424999997136;"e";6;1;"learn";1;"invalid";"G";"G";"X";3;369,424999997136;33;-1;NA
"RC";552,100000000792;"u";1;1;"learn";1;"valid";"G";"G";"X";8;552,100000000792;33;1;NA
"RR";252,049999999031;"e";3;1;"learn";1;"valid";"V";"V";"L";5;252,049999999031;33;1;NA
"RR";601,205000002665;"u";2;1;"learn";1;"valid";"G";"G";"X";8;601,205000002665;33;1;NA
"RR";535,830000000715;"u";1;1;"learn";1;"valid";"G";"G";"X";4;535,830000000715;33;1;NA
"RR";317,164999996749;"e";3;1;"learn";1;"valid";"V";"V";"L";9;317,164999996749;33;1;NA
"RR";302,57000000347;"e";1;1;"learn";1;"valid";"V";"V";"L";3;302,57000000347;33;1;NA
"RR";235,370000002149;"u";3;1;"learn";1;"valid";"G";"G";"X";8;235,370000002149;33;1;NA
"RC";NA;"u";2;1;"learn";0;"invalid";"V";"V";"L";2;NA;33;-1;NA
"RC";418,379999999274;"e";3;1;"learn";1;"valid";"V";"V";"L";9;418,379999999274;33;1;NA
"RR";335,565000001225;"e";1;1;"learn";1;"valid";"V";"V";"L";3;335,565000001225;33;1;NA
"RR";268,534999999133;"u";4;1;"learn";1;"valid";"G";"G";"X";2;268,534999999133;33;1;NA
"RR";485,140000000797;"e";2;1;"learn";1;"valid";"V";"V";"L";9;485,140000000797;33;1;NA
"RR";335,104999998293;"e";1;1;"learn";1;"valid";"V";"V";"L";3;335,104999998293;33;1;NA
"RR";401,734999999576;"e";1;1;"learn";1;"valid";"V";"V";"L";5;401,734999999576;33;1;NA
"RR";NA;"u";4;1;"learn";0;"valid";"G";"G";"X";8;NA;33;1;NA
"RR";668,67500000069;"u";5;1;"learn";1;"valid";"G";"G";"X";6;668,67500000069;33;1;NA
"RC";NA;"u";3;1;"learn";0;"invalid";"V";"V";"L";4;NA;33;-1;NA
"RC";NA;"e";2;1;"learn";0;"invalid";"G";"G";"X";5;NA;33;-1;NA
