"ResponseType";"RT_io";"CorrectAnswer";"Distance";"Distance_type";"Condition";"ACC_trials";"Validity";"Saliency";"SalD";"NSalD";"Target";"RT_Trials";"participant";"val";"sal"
NA;775,020000059158;"u";NA;NA;"learn";1;"valid";"G";"G";"X";8;775,020000059158;6;1;NA
NA;695,130000007339;"e";NA;NA;"learn";1;"valid";"V";"V";"L";5;695,130000007339;6;1;NA
"RR";688,745000050403;"u";2;1;"learn";1;"valid";"G";"G";"X";6;688,745000050403;6;1;NA
"RR";514,860000112094;"e";2;1;"learn";1;"valid";"V";"V";"L";5;514,860000112094;6;1;NA
"RR";656,284999917261;"e";1;1;"learn";1;"valid";"V";"V";"L";3;656,284999917261;6;1;NA
"RR";505,119999987073;"e";1;1;"learn";1;"valid";"V";"V";"L";5;505,119999987073;6;1;NA
"RR";744,609999936074;"u";4;1;"learn";1;"valid";"G";"G";"X";6;744,609999936074;6;1;NA
"RR";798,229999956675;"u";1;1;"learn";1;"valid";"G";"G";"X";4;798,229999956675;6;1;NA
"RR";658,045000047423;"e";3;1;"learn";1;"valid";"V";"V";"L";3;658,045000047423;6;1;NA
"RR";813,944999943487;"e";1;1;"learn";1;"valid";"V";"V";"L";5;813,944999943487;6;1;NA
"RR";903,2850000076;"u";3;1;"learn";1;"valid";"G";"G";"X";4;903,2850000076;6;1;NA
"RR";721,264999941923;"u";1;1;"learn";1;"valid";"G";"G";"X";8;721,264999941923;6;1;NA
"RR";732,435000012629;"u";1;1;"learn";1;"valid";"G";"G";"X";6;732,435000012629;6;1;NA
"RR";533,045000047423;"u";1;1;"learn";1;"valid";"G";"G";"X";2;533,045000047423;6;1;NA
"RR";508,180000004359;"e";5;1;"learn";1;"valid";"V";"V";"L";7;508,180000004359;6;1;NA
"RR";758,015000028536;"e";1;1;"learn";1;"valid";"V";"V";"L";3;758,015000028536;6;1;NA
"RR";651,305000064895;"u";3;1;"learn";1;"valid";"G";"G";"X";4;651,305000064895;6;1;NA
"RR";606,039999984205;"u";1;1;"learn";1;"valid";"G";"G";"X";8;606,039999984205;6;1;NA
"RR";683,100000023842;"e";3;1;"learn";1;"valid";"V";"V";"L";5;683,100000023842;6;1;NA
"RR";612,369999988005;"e";1;1;"learn";1;"valid";"V";"V";"L";9;612,369999988005;6;1;NA
"RR";846,380000002682;"e";1;1;"learn";1;"valid";"V";"V";"L";7;846,380000002682;6;1;NA
"RR";574,035000056028;"e";1;1;"learn";1;"valid";"V";"V";"L";3;574,035000056028;6;1;NA
"RR";771,829999983311;"u";5;1;"learn";1;"valid";"G";"G";"X";8;771,829999983311;6;1;NA
"RR";882,274999981746;"u";1;1;"learn";1;"valid";"G";"G";"X";2;882,274999981746;6;1;NA
"RR";645,249999943189;"u";1;1;"learn";1;"valid";"G";"G";"X";8;645,249999943189;6;1;NA
"RR";756,150000030175;"e";4;1;"learn";1;"valid";"V";"V";"L";7;756,150000030175;6;1;NA
"RR";748,149999999441;"u";2;1;"learn";1;"valid";"G";"G";"X";6;748,149999999441;6;1;NA
"RR";703,024999937043;"e";2;1;"learn";1;"valid";"V";"V";"L";7;703,024999937043;6;1;NA
"RR";671,604999923147;"u";2;1;"learn";1;"valid";"G";"G";"X";6;671,604999923147;6;1;NA
"RR";599,189999978989;"u";1;1;"learn";1;"valid";"G";"G";"X";8;599,189999978989;6;1;NA
"RR";695,090000052005;"e";3;1;"learn";1;"valid";"V";"V";"L";5;695,090000052005;6;1;NA
"RR";819,365000003017;"e";1;1;"learn";1;"valid";"V";"V";"L";3;819,365000003017;6;1;NA
"RR";813,020000001416;"e";1;1;"learn";1;"valid";"V";"V";"L";7;813,020000001416;6;1;NA
"RR";626,410000026226;"e";1;1;"learn";1;"valid";"V";"V";"L";5;626,410000026226;6;1;NA
"RR";542,270000092685;"u";5;1;"learn";1;"valid";"G";"G";"X";2;542,270000092685;6;1;NA
"RR";502,25500005763;"u";1;1;"learn";1;"valid";"G";"G";"X";4;502,25500005763;6;1;NA
"RR";522,669999976642;"e";3;1;"learn";1;"valid";"V";"V";"L";5;522,669999976642;6;1;NA
"RR";558,98500001058;"u";2;1;"learn";1;"valid";"G";"G";"X";4;558,98500001058;6;1;NA
"RR";550,600000075065;"u";1;1;"learn";1;"valid";"G";"G";"X";6;550,600000075065;6;1;NA
"RR";662,089999997988;"e";3;1;"learn";1;"valid";"V";"V";"L";3;662,089999997988;6;1;NA
"RR";647,675000014715;"e";1;1;"learn";1;"valid";"V";"V";"L";5;647,675000014715;6;1;NA
"RR";594,449999975041;"u";3;1;"learn";1;"valid";"G";"G";"X";2;594,449999975041;6;1;NA
"RR";516,395000042394;"u";1;1;"learn";1;"valid";"G";"G";"X";8;516,395000042394;6;1;NA
"RR";537,660000030883;"e";3;1;"learn";1;"valid";"V";"V";"L";5;537,660000030883;6;1;NA
"RR";532,450000056997;"u";2;1;"learn";1;"valid";"G";"G";"X";6;532,450000056997;6;1;NA
"RR";889,120000065304;"u";1;1;"learn";1;"valid";"G";"G";"X";2;889,120000065304;6;1;NA
"RR";555,064999964088;"u";1;1;"learn";1;"valid";"G";"G";"X";4;555,064999964088;6;1;NA
"RR";782,834999961779;"e";4;1;"learn";1;"valid";"V";"V";"L";7;782,834999961779;6;1;NA
"RR";699,68499999959;"e";1;1;"learn";1;"valid";"V";"V";"L";9;699,68499999959;6;1;NA
"RR";515,905000036582;"u";3;1;"learn";1;"valid";"G";"G";"X";6;515,905000036582;6;1;NA
"RR";635,799999930896;"u";1;1;"learn";1;"valid";"G";"G";"X";8;635,799999930896;6;1;NA
"RR";632,444999995641;"u";1;1;"learn";1;"valid";"G";"G";"X";2;632,444999995641;6;1;NA
"RC";766,605000011623;"e";1;1;"learn";1;"invalid";"G";"G";"X";7;766,605000011623;6;-1;NA
"RR";783,455000026152;"e";5;1;"learn";1;"valid";"V";"V";"L";9;783,455000026152;6;1;NA
"RC";471,179999993183;"u";2;1;"learn";1;"valid";"G";"G";"X";4;471,179999993183;6;1;NA
"RC";690,149999922141;"u";2;1;"learn";1;"invalid";"V";"V";"L";8;690,149999922141;6;-1;NA
"RR";516,109999967739;"u";2;1;"learn";1;"valid";"G";"G";"X";2;516,109999967739;6;1;NA
"RC";833,635000046343;"e";2;1;"learn";1;"valid";"V";"V";"L";9;833,635000046343;6;1;NA
"RR";582,640000036918;"u";2;1;"learn";1;"valid";"G";"G";"X";2;582,640000036918;6;1;NA
"RR";482,695000013337;"u";1;1;"learn";1;"valid";"G";"G";"X";4;482,695000013337;6;1;NA
"RR";523,909999988973;"u";1;1;"learn";1;"valid";"G";"G";"X";6;523,909999988973;6;1;NA
"RR";828,419999917969;"e";4;1;"learn";1;"valid";"V";"V";"L";7;828,419999917969;6;1;NA
"RR";689,035000046715;"e";1;1;"learn";1;"valid";"V";"V";"L";3;689,035000046715;6;1;NA
"RR";666,339999996126;"e";1;1;"learn";1;"valid";"V";"V";"L";7;666,339999996126;6;1;NA
"RR";461,825000005774;"u";4;1;"learn";1;"valid";"G";"G";"X";4;461,825000005774;6;1;NA
"RR";657,104999991134;"e";2;1;"learn";1;"valid";"V";"V";"L";9;657,104999991134;6;1;NA
"RR";639,760000049137;"u";2;1;"learn";1;"valid";"G";"G";"X";2;639,760000049137;6;1;NA
"RR";627,659999998286;"e";2;1;"learn";1;"valid";"V";"V";"L";7;627,659999998286;6;1;NA
"RR";671,564999967813;"e";1;1;"learn";1;"valid";"V";"V";"L";5;671,564999967813;6;1;NA
"RR";538,709999993443;"e";1;1;"learn";1;"valid";"V";"V";"L";3;538,709999993443;6;1;NA
"RR";706,760000088252;"e";1;1;"learn";1;"valid";"V";"V";"L";5;706,760000088252;6;1;NA
"RC";676,860000006855;"e";5;1;"learn";1;"invalid";"G";"G";"X";3;676,860000006855;6;-1;NA
"RR";666,08500003349;"e";2;1;"learn";1;"valid";"V";"V";"L";7;666,08500003349;6;1;NA
"RR";699,674999923445;"e";1;1;"learn";1;"valid";"V";"V";"L";3;699,674999923445;6;1;NA
"RC";874,829999986105;"u";3;1;"learn";1;"valid";"G";"G";"X";6;874,829999986105;6;1;NA
"RR";541,450000018813;"u";1;1;"learn";1;"valid";"G";"G";"X";8;541,450000018813;6;1;NA
"RC";501,229999936186;"u";3;1;"learn";1;"invalid";"V";"V";"L";6;501,229999936186;6;-1;NA
"RC";666,654999949969;"e";1;1;"learn";1;"valid";"V";"V";"L";5;666,654999949969;6;1;NA
"RR";833,149999962188;"e";1;1;"learn";1;"valid";"V";"V";"L";7;833,149999962188;6;1;NA
"RR";757,500000065193;"u";4;1;"learn";1;"valid";"G";"G";"X";6;757,500000065193;6;1;NA
"RR";620,230000000447;"u";1;1;"learn";1;"valid";"G";"G";"X";8;620,230000000447;6;1;NA
"RR";720,74999997858;"e";3;1;"learn";1;"valid";"V";"V";"L";5;720,74999997858;6;1;NA
"RC";561,744999955408;"e";2;1;"learn";1;"invalid";"G";"G";"X";3;561,744999955408;6;-1;NA
"RC";760,210000094958;"u";1;1;"learn";1;"valid";"G";"G";"X";8;760,210000094958;6;1;NA
"RR";535,320000024512;"u";1;1;"learn";1;"valid";"G";"G";"X";4;535,320000024512;6;1;NA
"RR";599,019999965094;"u";1;1;"learn";1;"valid";"G";"G";"X";2;599,019999965094;6;1;NA
"RR";715,255000046454;"e";5;1;"learn";1;"valid";"V";"V";"L";7;715,255000046454;6;1;NA
"RR";604,755000094883;"e";1;1;"learn";1;"valid";"V";"V";"L";5;604,755000094883;6;1;NA
"RR";733,160000061616;"e";1;1;"learn";1;"valid";"V";"V";"L";3;733,160000061616;6;1;NA
"RC";533,354999963194;"u";1;1;"learn";1;"invalid";"V";"V";"L";8;533,354999963194;6;-1;NA
"RC";570,179999922402;"e";1;1;"learn";1;"valid";"V";"V";"L";5;570,179999922402;6;1;NA
"RR";704,30999994278;"e";1;1;"learn";1;"valid";"V";"V";"L";3;704,30999994278;6;1;NA
"RR";NA;"e";1;1;"learn";1;"valid";"V";"V";"L";5;994,959999923594;6;1;NA
"RR";648,960000020452;"u";8;1;"learn";1;"valid";"G";"G";"X";2;648,960000020452;6;1;NA
"RR";612,514999927953;"e";2;1;"learn";1;"valid";"V";"V";"L";7;612,514999927953;6;1;NA
"RR";569,864999968559;"u";2;1;"learn";1;"valid";"G";"G";"X";8;569,864999968559;6;1;NA
"RR";655,569999944419;"e";2;1;"learn";1;"valid";"V";"V";"L";7;655,569999944419;6;1;NA
"RR";771,025000023656;"e";1;1;"learn";1;"valid";"V";"V";"L";5;771,025000023656;6;1;NA
"RR";515,629999921657;"u";3;1;"learn";1;"valid";"G";"G";"X";4;515,629999921657;6;1;NA
"RR";571,029999991879;"e";2;1;"learn";1;"valid";"V";"V";"L";5;571,029999991879;6;1;NA
"RR";760,905000031926;"u";2;1;"learn";1;"valid";"G";"G";"X";4;760,905000031926;6;1;NA
"RR";559,764999896288;"e";2;1;"learn";1;"valid";"V";"V";"L";5;559,764999896288;6;1;NA
"RR";616,429999936372;"u";2;1;"learn";1;"valid";"G";"G";"X";4;616,429999936372;6;1;NA
"RC";916,869999957271;"u";2;1;"learn";1;"invalid";"V";"V";"L";6;916,869999957271;6;-1;NA
"RR";661,899999948218;"u";2;1;"learn";1;"valid";"G";"G";"X";2;661,899999948218;6;1;NA
"RC";NA;"e";2;1;"learn";0;"valid";"V";"V";"L";3;NA;6;1;NA
"RR";599,53999996651;"u";2;1;"learn";1;"valid";"G";"G";"X";4;599,53999996651;6;1;NA
"RR";659,484999952838;"u";1;1;"learn";1;"valid";"G";"G";"X";6;659,484999952838;6;1;NA
"RR";694,684999994934;"e";5;1;"learn";1;"valid";"V";"V";"L";3;694,684999994934;6;1;NA
"RR";656,635000021197;"e";1;1;"learn";1;"valid";"V";"V";"L";7;656,635000021197;6;1;NA
"RC";NA;"e";3;1;"learn";0;"invalid";"G";"G";"X";5;NA;6;-1;NA
"RC";535,120000015013;"u";4;1;"learn";1;"valid";"G";"G";"X";8;535,120000015013;6;1;NA
"RR";743,024999974295;"e";3;1;"learn";1;"valid";"V";"V";"L";5;743,024999974295;6;1;NA
"RR";526,885000057518;"u";2;1;"learn";1;"valid";"G";"G";"X";6;526,885000057518;6;1;NA
"RR";666,02000000421;"e";2;1;"learn";1;"valid";"V";"V";"L";3;666,02000000421;6;1;NA
"RR";475,085000041872;"u";2;1;"learn";1;"valid";"G";"G";"X";2;475,085000041872;6;1;NA
"RR";525,419999961741;"u";1;1;"learn";1;"valid";"G";"G";"X";6;525,419999961741;6;1;NA
"RR";501,244999933988;"u";1;1;"learn";1;"valid";"G";"G";"X";8;501,244999933988;6;1;NA
"RR";639,354999992065;"e";4;1;"learn";1;"valid";"V";"V";"L";7;639,354999992065;6;1;NA
"RR";482,015000074171;"u";2;1;"learn";1;"valid";"G";"G";"X";4;482,015000074171;6;1;NA
"RC";640,194999985397;"e";1;1;"test";1;"invalid";"Salient";"G";NA;7;640,194999985397;6;-1;1
"RC";672,025000094436;"u";1;2;"learn";1;"valid";"G";"G";"X";2;672,025000094436;6;1;NA
"RC";633,524999953806;"e";1;1;"test";1;"invalid";"Salient";"G";NA;3;633,524999953806;6;-1;1
"RC";624,680000008084;"u";1;2;"learn";1;"valid";"G";"G";"X";6;624,680000008084;6;1;NA
"RR";521,895000012591;"e";6;1;"test";1;"valid";"NonSalient";NA;"L";7;521,895000012591;6;1;-1
"RC";614,360000006855;"e";2;1;"test";1;"invalid";"NonSalient";NA;"X";9;614,360000006855;6;-1;-1
"RC";691,965000005439;"u";1;2;"test";1;"valid";"NonSalient";NA;"X";8;691,965000005439;6;1;-1
"RC";690,805000020191;"u";9;1;"test";1;"invalid";"Salient";"V";NA;6;690,805000020191;6;-1;1
"RC";704,804999986663;"e";1;2;"learn";1;"valid";"V";"V";"L";5;704,804999986663;6;1;NA
"RC";635,405000066385;"u";1;1;"test";1;"invalid";"Salient";"V";NA;6;635,405000066385;6;-1;1
"RC";591,379999998026;"e";4;2;"test";1;"invalid";"NonSalient";NA;"X";7;591,379999998026;6;-1;-1
"RR";636,419999995269;"e";3;1;"test";1;"valid";"NonSalient";NA;"L";5;636,419999995269;6;1;-1
"RC";NA;"u";1;2;"test";1;"invalid";"NonSalient";NA;"L";6;1139,49999993201;6;-1;-1
"RC";695,505000068806;"e";1;2;"learn";1;"valid";"V";"V";"L";5;695,505000068806;6;1;NA
"RR";629,240000038408;"e";1;1;"learn";1;"valid";"V";"V";"L";7;629,240000038408;6;1;NA
"RC";511,674999957904;"u";5;2;"learn";1;"valid";"G";"G";"X";4;511,674999957904;6;1;NA
"RR";525,499999988824;"u";1;1;"learn";1;"valid";"G";"G";"X";6;525,499999988824;6;1;NA
"RC";462,255000020377;"u";3;1;"learn";1;"invalid";"V";"V";"L";2;462,255000020377;6;-1;NA
"RC";722,765000071377;"e";1;1;"learn";1;"valid";"V";"V";"L";9;722,765000071377;6;1;NA
"RR";649,355000001378;"e";1;1;"learn";1;"valid";"V";"V";"L";3;649,355000001378;6;1;NA
"RR";679,765000008047;"e";1;1;"learn";1;"valid";"V";"V";"L";9;679,765000008047;6;1;NA
"RR";656,044999952428;"e";1;1;"learn";1;"valid";"V";"V";"L";3;656,044999952428;6;1;NA
"RR";715,909999911673;"u";6;1;"test";1;"valid";"NonSalient";NA;"X";2;715,909999911673;6;1;-1
"RC";855,199999990873;"e";1;2;"learn";1;"invalid";"G";"G";"X";5;855,199999990873;6;-1;NA
"RR";631,504999939352;"e";3;1;"test";1;"valid";"NonSalient";NA;"L";7;631,504999939352;6;1;-1
"RR";536,804999923334;"e";1;2;"learn";1;"valid";"V";"V";"L";9;536,804999923334;6;1;NA
"RR";769,990000058897;"e";1;1;"learn";1;"valid";"V";"V";"L";3;769,990000058897;6;1;NA
"RC";493,845000048168;"u";4;1;"learn";1;"valid";"G";"G";"X";2;493,845000048168;6;1;NA
"RR";473,289999994449;"e";2;1;"learn";1;"valid";"V";"V";"L";9;473,289999994449;6;1;NA
"RR";540,580000029877;"u";2;1;"learn";1;"valid";"G";"G";"X";6;540,580000029877;6;1;NA
"RR";590,59499995783;"e";2;1;"learn";1;"valid";"V";"V";"L";5;590,59499995783;6;1;NA
"RR";472,600000095554;"e";1;1;"learn";1;"valid";"V";"V";"L";9;472,600000095554;6;1;NA
"RR";512,515000067651;"e";1;1;"learn";1;"valid";"V";"V";"L";3;512,515000067651;6;1;NA
"RR";527,490000007674;"u";4;1;"learn";1;"valid";"G";"G";"X";6;527,490000007674;6;1;NA
"RR";596,20500006713;"u";1;1;"learn";1;"valid";"G";"G";"X";2;596,20500006713;6;1;NA
"RR";414,92000001017;"u";1;1;"learn";1;"valid";"G";"G";"X";4;414,92000001017;6;1;NA
"RR";542,92500007432;"e";4;1;"learn";1;"valid";"V";"V";"L";3;542,92500007432;6;1;NA
"RR";406,264999997802;"u";2;1;"learn";1;"valid";"G";"G";"X";8;406,264999997802;6;1;NA
"RR";430,520000052638;"u";1;1;"learn";1;"valid";"G";"G";"X";2;430,520000052638;6;1;NA
"RR";583,050000015646;"e";3;1;"learn";1;"valid";"V";"V";"L";9;583,050000015646;6;1;NA
"RR";514,320000074804;"u";2;1;"learn";1;"valid";"G";"G";"X";2;514,320000074804;6;1;NA
"RR";548,67499996908;"e";2;1;"learn";1;"valid";"V";"V";"L";9;548,67499996908;6;1;NA
"RC";477,054999908432;"u";1;1;"test";1;"invalid";"NonSalient";NA;"L";8;477,054999908432;6;-1;-1
"RR";419,045000104234;"u";3;1;"learn";1;"valid";"G";"G";"X";2;419,045000104234;6;1;NA
"RR";601,419999962673;"u";1;1;"learn";1;"valid";"G";"G";"X";6;601,419999962673;6;1;NA
"RR";576,424999977462;"u";1;1;"test";1;"valid";"Salient";"G";NA;8;576,424999977462;6;1;1
"RR";517,024999950081;"u";1;2;"learn";1;"valid";"G";"G";"X";4;517,024999950081;6;1;NA
"RR";398,990000016056;"u";1;1;"learn";1;"valid";"G";"G";"X";2;398,990000016056;6;1;NA
"RC";NA;"e";6;2;"learn";1;"valid";"NonSalient";"V";"L";3;1034,19000003487;6;1;-1
"RC";449,039999977686;"u";1;1;"test";1;"invalid";"NonSalient";NA;"L";4;449,039999977686;6;-1;-1
"RR";698,585000005551;"u";3;1;"learn";1;"valid";"Salient";"G";"X";8;698,585000005551;6;1;1
"RC";NA;"e";2;2;"learn";0;"valid";"V";"V";"L";3;NA;6;1;NA
"RR";639,985000016168;"u";2;1;"learn";1;"valid";"Salient";"G";"X";4;639,985000016168;6;1;1
"RC";NA;"u";4;2;"learn";1;"invalid";"V";"V";"L";6;936,944999964908;6;-1;NA
"RR";442,664999980479;"u";1;1;"test";1;"invalid";"Salient";"V";NA;2;442,664999980479;6;-1;1
"RC";614,594999933615;"e";3;1;"learn";1;"invalid";"G";"G";"X";3;614,594999933615;6;-1;NA
"RC";589,754999964498;"e";2;2;"learn";1;"valid";"V";"V";"L";5;589,754999964498;6;1;NA
"RC";528,419999987818;"u";2;1;"learn";1;"valid";"G";"G";"X";8;528,419999987818;6;1;NA
"RR";624,955000006594;"e";2;1;"learn";1;"valid";"V";"V";"L";3;624,955000006594;6;1;NA
"RC";498,64499992691;"e";2;1;"test";1;"invalid";"NonSalient";NA;"X";9;498,64499992691;6;-1;-1
"RC";514,214999973774;"u";1;2;"learn";1;"valid";"G";"G";"X";6;514,214999973774;6;1;NA
"RR";475,285000051372;"u";1;1;"test";1;"valid";"NonSalient";NA;"X";4;475,285000051372;6;1;-1
"RR";460,534999961965;"u";1;2;"learn";1;"valid";"G";"G";"X";2;460,534999961965;6;1;NA
"RR";590,519999968819;"e";5;1;"learn";1;"valid";"V";"V";"L";9;590,519999968819;6;1;NA
"RR";547,184999915771;"u";2;1;"learn";1;"valid";"G";"G";"X";8;547,184999915771;6;1;NA
"RC";854,359999997541;"u";2;1;"test";1;"invalid";"NonSalient";NA;"L";6;854,359999997541;6;-1;-1
"RC";620,349999982864;"e";1;2;"test";1;"valid";"NonSalient";NA;"L";5;620,349999982864;6;1;-1
"RR";774,714999948628;"u";3;1;"learn";1;"valid";"G";"G";"X";6;774,714999948628;6;1;NA
"RR";652,839999995194;"u";1;1;"learn";1;"valid";"G";"G";"X";8;652,839999995194;6;1;NA
"RR";555,519999936223;"e";3;2;"learn";1;"valid";"V";"V";"L";7;555,519999936223;6;1;NA
"RR";422,514999983832;"u";2;1;"learn";1;"valid";"G";"G";"X";4;422,514999983832;6;1;NA
"RR";672,894999966957;"u";1;1;"learn";1;"valid";"G";"G";"X";2;672,894999966957;6;1;NA
"RR";688,47499997355;"e";3;1;"learn";1;"valid";"V";"V";"L";3;688,47499997355;6;1;NA
"RR";601,524999947287;"u";2;1;"test";1;"valid";"Salient";"G";NA;2;601,524999947287;6;1;1
"RR";632,585000013933;"e";2;1;"learn";1;"valid";"V";"V";"L";3;632,585000013933;6;1;NA
"RC";572,664999985136;"e";4;1;"test";1;"invalid";"NonSalient";NA;"X";9;572,664999985136;6;-1;-1
"RR";604,41999998875;"e";2;1;"learn";1;"valid";"V";"V";"L";5;604,41999998875;6;1;NA
"RR";606,114999973215;"e";1;1;"learn";1;"valid";"V";"V";"L";3;606,114999973215;6;1;NA
"RR";655,750000034459;"e";1;1;"learn";1;"valid";"V";"V";"L";7;655,750000034459;6;1;NA
"RC";696,940000052564;"u";4;2;"learn";1;"valid";"G";"G";"X";8;696,940000052564;6;1;NA
"RR";611,08000006061;"e";2;1;"learn";1;"valid";"V";"V";"L";5;611,08000006061;6;1;NA
"RR";534,259999985807;"u";2;1;"learn";1;"valid";"G";"G";"X";8;534,259999985807;6;1;NA
"RR";NA;"u";1;1;"learn";0;"valid";"G";"G";"X";2;NA;6;1;NA
"RR";602,959999931045;"u";2;1;"learn";1;"valid";"G";"G";"X";4;602,959999931045;6;1;NA
"RR";406,410000054166;"u";1;1;"learn";1;"valid";"G";"G";"X";6;406,410000054166;6;1;NA
"RR";565,185000072233;"u";1;1;"test";1;"valid";"Salient";"G";NA;2;565,185000072233;6;1;1
"RR";520,444999914616;"e";6;1;"test";1;"valid";"Salient";"V";NA;9;520,444999914616;6;1;1
"RR";665,809999918565;"e";7;1;"test";1;"valid";"NonSalient";NA;"L";7;665,809999918565;6;1;-1
"RR";505,235000047833;"u";3;2;"learn";1;"valid";"G";"G";"X";6;505,235000047833;6;1;NA
"RC";563,740000012331;"e";1;1;"learn";1;"invalid";"G";"G";"X";5;563,740000012331;6;-1;NA
"RC";506,174999987707;"u";1;1;"learn";1;"valid";"G";"G";"X";2;506,174999987707;6;1;NA
"RR";389,505000086501;"u";1;1;"learn";1;"valid";"G";"G";"X";8;389,505000086501;6;1;NA
"RR";419,009999954142;"u";1;1;"learn";1;"valid";"G";"G";"X";6;419,009999954142;6;1;NA
"RR";558,164999936707;"e";6;2;"learn";1;"valid";"V";"V";"L";9;558,164999936707;6;1;NA
"RR";460,745000047609;"u";2;1;"learn";1;"valid";"G";"G";"X";2;460,745000047609;6;1;NA
"RR";376,444999943487;"u";1;1;"learn";1;"valid";"G";"G";"X";4;376,444999943487;6;1;NA
"RR";508,504999917932;"e";3;1;"learn";1;"valid";"V";"V";"L";3;508,504999917932;6;1;NA
"RR";537,759999977425;"e";1;1;"test";1;"valid";"Salient";"V";NA;5;537,759999977425;6;1;1
"RR";614,865000010468;"u";3;1;"learn";1;"valid";"G";"G";"X";8;614,865000010468;6;1;NA
"RR";433,934999979101;"u";1;1;"learn";1;"valid";"G";"G";"X";4;433,934999979101;6;1;NA
"RR";405,555000063032;"u";1;1;"learn";1;"valid";"G";"G";"X";2;405,555000063032;6;1;NA
"RR";NA;"e";4;2;"learn";1;"valid";"V";"V";"L";7;1171,41000006814;6;1;NA
"RR";786,005000001751;"u";2;1;"learn";1;"valid";"G";"G";"X";6;786,005000001751;6;1;NA
"RR";680,750000057742;"e";2;1;"learn";1;"valid";"V";"V";"L";9;680,750000057742;6;1;NA
"RR";608,264999929816;"u";2;1;"learn";1;"valid";"G";"G";"X";6;608,264999929816;6;1;NA
"RR";799,399999901652;"e";2;1;"learn";1;"valid";"V";"V";"L";7;799,399999901652;6;1;NA
"RR";551,084999926388;"e";1;1;"learn";1;"valid";"V";"V";"L";9;551,084999926388;6;1;NA
"RR";475,089999963529;"u";3;1;"test";1;"valid";"NonSalient";NA;"X";4;475,089999963529;6;1;-1
"RC";773,285000002943;"u";2;1;"learn";1;"invalid";"V";"V";"L";6;773,285000002943;6;-1;NA
"RC";617,280000005849;"e";1;1;"test";1;"valid";"Salient";"V";NA;9;617,280000005849;6;1;1
"RR";584,864999982528;"e";1;2;"learn";1;"valid";"V";"V";"L";7;584,864999982528;6;1;NA
"RR";735,969999921508;"u";4;2;"learn";1;"valid";"G";"G";"X";8;735,969999921508;6;1;NA
"RR";439,605000079609;"u";1;1;"test";1;"valid";"Salient";"G";NA;2;439,605000079609;6;1;1
"RC";579,520000028424;"e";1;2;"learn";1;"invalid";"G";"G";"X";3;579,520000028424;6;-1;NA
"RR";580,205000005662;"e";4;1;"learn";1;"valid";"V";"V";"L";5;580,205000005662;6;1;NA
"RR";730,045000091195;"e";1;1;"learn";1;"valid";"V";"V";"L";3;730,045000091195;6;1;NA
"RC";572,904999949969;"u";1;1;"learn";1;"invalid";"V";"V";"L";6;572,904999949969;6;-1;NA
"RC";631,270000012591;"e";1;1;"test";1;"valid";"Salient";"V";NA;7;631,270000012591;6;1;1
"RC";520,095000043511;"u";5;1;"learn";1;"valid";"G";"G";"X";2;520,095000043511;6;1;NA
"RR";718,760000076145;"e";2;2;"learn";1;"valid";"V";"V";"L";7;718,760000076145;6;1;NA
"RC";504,625000059605;"e";2;1;"learn";1;"invalid";"G";"G";"X";5;504,625000059605;6;-1;NA
"RC";535,129999974743;"u";2;1;"learn";1;"invalid";"V";"V";"L";8;535,129999974743;6;-1;NA
"RC";597,424999927171;"u";2;1;"learn";1;"valid";"G";"G";"X";2;597,424999927171;6;1;NA
"RR";633,909999975003;"u";1;1;"learn";1;"valid";"G";"G";"X";6;633,909999975003;6;1;NA
"RR";526,694999891333;"u";1;1;"learn";1;"valid";"G";"G";"X";8;526,694999891333;6;1;NA
"RC";808,414999977686;"e";4;1;"learn";1;"valid";"V";"V";"L";3;808,414999977686;6;1;NA
"RC";690,919999964535;"e";2;1;"test";1;"invalid";"NonSalient";NA;"X";7;690,919999964535;6;-1;-1
"RC";666,630000108853;"u";1;2;"learn";1;"valid";"G";"G";"X";8;666,630000108853;6;1;NA
"RR";558,324999990873;"u";1;1;"learn";1;"valid";"G";"G";"X";4;558,324999990873;6;1;NA
"RC";812,999999965541;"e";1;1;"learn";1;"invalid";"G";"G";"X";5;812,999999965541;6;-1;NA
"RC";895,120000001043;"u";1;1;"learn";1;"valid";"G";"G";"X";6;895,120000001043;6;1;NA
"RR";589,710000087507;"u";1;1;"learn";1;"valid";"G";"G";"X";8;589,710000087507;6;1;NA
"RR";600,220000022091;"e";7;1;"learn";1;"valid";"V";"V";"L";9;600,220000022091;6;1;NA
"RR";525,380000006407;"u";2;1;"learn";1;"valid";"G";"G";"X";2;525,380000006407;6;1;NA
"RR";506,025000009686;"u";1;1;"test";1;"valid";"Salient";"G";NA;6;506,025000009686;6;1;1
"RC";510,219999938272;"u";3;1;"test";1;"invalid";"Salient";"V";NA;8;510,219999938272;6;-1;1
"RR";559,810000006109;"u";2;2;"learn";1;"valid";"G";"G";"X";2;559,810000006109;6;1;NA
"RC";612,855000072159;"e";1;1;"test";1;"invalid";"Salient";"G";NA;5;612,855000072159;6;-1;1
"RC";641,180000035092;"u";1;2;"learn";1;"valid";"G";"G";"X";4;641,180000035092;6;1;NA
"RC";656,904999981634;"e";4;2;"learn";1;"valid";"Salient";"V";"L";5;656,904999981634;6;1;1
